,Face,,Left eye,,Right eye,,Left,Right,Up,Down,Face width:
Picture:,"(x,",y),"(x,",y),"(x,",y)
capture_2020_04_17_11_55_27_100,663,273,599,233,820,240,0,0,0,0,344
capture_2020_04_17_11_55_27_101,659,247,599,228,820,240,0,0,0,0,344
capture_2020_04_17_11_55_27_102,659,247,599,228,820,240,0,0,0,0,344
capture_2020_04_17_11_55_27_103,655,247,586,228,810,240,0,0,0,0,344
capture_2020_04_17_11_55_27_104,655,247,583,228,807,239,0,0,0,0,344
capture_2020_04_17_11_55_27_105,650,247,583,228,807,239,0,0,0,0,344
capture_2020_04_17_11_55_27_106,645,247,578,228,798,239,0,0,0,0,344
capture_2020_04_17_11_55_27_107,645,247,578,228,798,239,0,0,0,0,344
capture_2020_04_17_11_55_27_108,645,247,565,228,798,239,0,0,0,0,344
capture_2020_04_17_11_55_27_109,617,247,508,228,736,228,0,0,0,0,344
capture_2020_04_17_11_55_27_110,567,228,459,228,648,225,1,0,0,0,320
capture_2020_04_17_11_55_27_111,549,228,437,221,584,212,1,0,0,0,320
capture_2020_04_17_11_55_27_112,532,228,421,216,554,206,1,0,0,0,320
capture_2020_04_17_11_55_27_113,532,228,421,216,554,206,1,0,0,0,320
capture_2020_04_17_11_55_27_114,532,228,421,228,537,217,1,0,0,0,320
capture_2020_04_17_11_55_27_115,523,232,421,235,537,230,1,0,0,0,293
capture_2020_04_17_11_55_27_116,538,233,445,246,537,243,1,0,0,0,269
capture_2020_04_17_11_55_27_117,556,261,464,262,551,256,1,0,0,0,260
capture_2020_04_17_11_55_27_118,560,272,486,274,552,276,1,0,0,0,233
capture_2020_04_17_11_55_27_119,581,302,500,287,578,292,1,0,0,0,233
capture_2020_04_17_11_55_27_120,590,303,512,296,586,298,1,0,0,0,233
capture_2020_04_17_11_55_27_121,590,303,512,296,586,298,1,0,0,0,233
capture_2020_04_17_11_55_27_122,578,303,512,296,586,298,1,0,0,0,233
capture_2020_04_17_11_55_27_123,578,303,512,296,572,303,1,0,0,0,233
capture_2020_04_17_11_55_27_124,578,303,503,302,572,303,1,0,0,0,233
capture_2020_04_17_11_55_27_125,556,314,503,302,572,303,1,0,0,0,212
capture_2020_04_17_11_55_27_126,556,314,503,302,572,303,1,0,0,0,212
capture_2020_04_17_11_55_27_127,556,314,503,302,569,303,1,0,0,0,212
capture_2020_04_17_11_55_27_128,556,314,503,302,569,303,1,0,0,0,212
capture_2020_04_17_11_55_27_129,556,314,503,302,569,303,1,0,0,0,212
capture_2020_04_17_11_55_27_130,610,314,523,312,625,303,0,0,0,0,212
capture_2020_04_17_11_55_27_131,635,314,564,312,698,299,0,0,0,0,212
capture_2020_04_17_11_55_27_132,667,304,638,312,789,299,0,0,0,0,242
capture_2020_04_17_11_55_27_133,709,304,706,312,839,303,0,1,0,0,242
capture_2020_04_17_11_55_27_134,737,304,752,307,874,303,0,1,0,0,242
capture_2020_04_17_11_55_27_135,772,304,796,307,897,301,0,1,0,0,242
capture_2020_04_17_11_55_27_136,772,304,824,307,915,301,0,1,0,0,242
capture_2020_04_17_11_55_27_137,790,304,835,307,928,301,0,1,0,0,242
capture_2020_04_17_11_55_27_138,803,304,847,307,936,301,0,1,0,0,242
capture_2020_04_17_11_55_27_139,803,304,847,307,936,301,0,1,0,0,242
capture_2020_04_17_11_55_27_140,803,304,847,307,936,301,0,1,0,0,242
capture_2020_04_17_11_55_27_141,803,304,847,307,936,301,0,1,0,0,242
capture_2020_04_17_11_55_27_142,803,304,847,307,936,301,0,1,0,0,242
capture_2020_04_17_11_55_27_143,803,304,847,307,936,301,0,1,0,0,242
capture_2020_04_17_11_55_27_144,803,304,847,307,936,301,0,1,0,0,242
capture_2020_04_17_11_55_27_145,769,300,796,304,916,317,0,0,0,0,242
capture_2020_04_17_11_55_27_146,752,293,753,308,881,317,0,0,0,0,242
capture_2020_04_17_11_55_27_147,741,312,709,308,856,308,0,0,0,0,227
capture_2020_04_17_11_55_27_148,722,320,688,306,830,308,0,0,0,0,236
capture_2020_04_17_11_55_27_149,717,320,674,306,821,308,0,0,0,0,236
capture_2020_04_17_11_55_27_150,717,320,673,306,817,308,0,0,0,0,236
capture_2020_04_17_11_55_27_151,717,320,674,306,817,304,0,0,0,0,236
capture_2020_04_17_11_55_27_152,717,320,674,306,817,304,0,0,0,0,236
capture_2020_04_17_11_55_27_153,717,320,674,306,817,304,0,0,0,0,236
