,Face,,Left eye,,Right eye,,Left,Right,Up,Down,Face width:
Picture:,"(x,",y),"(x,",y),"(x,",y)
capture_2020_04_17_11_55_27_100,0.3491271820448878,0.32124352331606215,0.37394957983193278,0.12169312169312169,0.57171717171717173,0.17,0,0,0,0,0.98148148148148151
capture_2020_04_17_11_55_27_101,0.33915211970074816,0.18652849740932642,0.37394957983193278,0.095238095238095233,0.57171717171717173,0.17,0,0,0,0,0.98148148148148151
capture_2020_04_17_11_55_27_102,0.33915211970074816,0.18652849740932642,0.37394957983193278,0.095238095238095233,0.57171717171717173,0.17,0,0,0,0,0.98148148148148151
capture_2020_04_17_11_55_27_103,0.32917705735660846,0.18652849740932642,0.34663865546218486,0.095238095238095233,0.55151515151515151,0.17,0,0,0,0,0.98148148148148151
capture_2020_04_17_11_55_27_104,0.32917705735660846,0.18652849740932642,0.34033613445378152,0.095238095238095233,0.54545454545454541,0.165,0,0,0,0,0.98148148148148151
capture_2020_04_17_11_55_27_105,0.3167082294264339,0.18652849740932642,0.34033613445378152,0.095238095238095233,0.54545454545454541,0.165,0,0,0,0,0.98148148148148151
capture_2020_04_17_11_55_27_106,0.30423940149625933,0.18652849740932642,0.32983193277310924,0.095238095238095233,0.52727272727272723,0.165,0,0,0,0,0.98148148148148151
capture_2020_04_17_11_55_27_107,0.30423940149625933,0.18652849740932642,0.32983193277310924,0.095238095238095233,0.52727272727272723,0.165,0,0,0,0,0.98148148148148151
capture_2020_04_17_11_55_27_108,0.30423940149625933,0.18652849740932642,0.30252100840336132,0.095238095238095233,0.52727272727272723,0.165,0,0,0,0,0.98148148148148151
capture_2020_04_17_11_55_27_109,0.2344139650872818,0.18652849740932642,0.18277310924369747,0.095238095238095233,0.402020202020202,0.11,0,0,0,0,0.98148148148148151
capture_2020_04_17_11_55_27_110,0.10972568578553615,0.088082901554404139,0.079831932773109238,0.095238095238095233,0.22424242424242424,0.095,1,0,0,0,0.83333333333333337
capture_2020_04_17_11_55_27_111,0.064837905236907731,0.088082901554404139,0.033613445378151259,0.0582010582010582,0.09494949494949495,0.03,1,0,0,0,0.83333333333333337
capture_2020_04_17_11_55_27_112,0.022443890274314215,0.088082901554404139,0,0.031746031746031744,0.034343434343434343,0,1,0,0,0,0.83333333333333337
capture_2020_04_17_11_55_27_113,0.022443890274314215,0.088082901554404139,0,0.031746031746031744,0.034343434343434343,0,1,0,0,0,0.83333333333333337
capture_2020_04_17_11_55_27_114,0.022443890274314215,0.088082901554404139,0,0.095238095238095233,0,0.055,1,0,0,0,0.83333333333333337
capture_2020_04_17_11_55_27_115,0,0.10880829015544041,0,0.13227513227513227,0,0.12,1,0,0,0,0.66666666666666663
capture_2020_04_17_11_55_27_116,0.037406483790523692,0.11398963730569948,0.050420168067226892,0.19047619047619047,0,0.185,1,0,0,0,0.51851851851851849
capture_2020_04_17_11_55_27_117,0.082294264339152115,0.25906735751295334,0.090336134453781511,0.27513227513227512,0.028282828282828285,0.25,1,0,0,0,0.46296296296296296
capture_2020_04_17_11_55_27_118,0.092269326683291769,0.31606217616580312,0.13655462184873948,0.33862433862433861,0.030303030303030304,0.35,1,0,0,0,0.29629629629629628
capture_2020_04_17_11_55_27_119,0.14463840399002495,0.47150259067357514,0.16596638655462184,0.40740740740740738,0.082828282828282834,0.43,1,0,0,0,0.29629629629629628
capture_2020_04_17_11_55_27_120,0.16708229426433915,0.47668393782383417,0.19117647058823528,0.455026455026455,0.098989898989898989,0.46,1,0,0,0,0.29629629629629628
capture_2020_04_17_11_55_27_121,0.16708229426433915,0.47668393782383417,0.19117647058823528,0.455026455026455,0.098989898989898989,0.46,1,0,0,0,0.29629629629629628
capture_2020_04_17_11_55_27_122,0.13715710723192021,0.47668393782383417,0.19117647058823528,0.455026455026455,0.098989898989898989,0.46,1,0,0,0,0.29629629629629628
capture_2020_04_17_11_55_27_123,0.13715710723192021,0.47668393782383417,0.19117647058823528,0.455026455026455,0.0707070707070707,0.485,1,0,0,0,0.29629629629629628
capture_2020_04_17_11_55_27_124,0.13715710723192021,0.47668393782383417,0.17226890756302521,0.48677248677248675,0.0707070707070707,0.485,1,0,0,0,0.29629629629629628
capture_2020_04_17_11_55_27_125,0.082294264339152115,0.533678756476684,0.17226890756302521,0.48677248677248675,0.0707070707070707,0.485,1,0,0,0,0.16666666666666666
capture_2020_04_17_11_55_27_126,0.082294264339152115,0.533678756476684,0.17226890756302521,0.48677248677248675,0.0707070707070707,0.485,1,0,0,0,0.16666666666666666
capture_2020_04_17_11_55_27_127,0.082294264339152115,0.533678756476684,0.17226890756302521,0.48677248677248675,0.064646464646464646,0.485,1,0,0,0,0.16666666666666666
capture_2020_04_17_11_55_27_128,0.082294264339152115,0.533678756476684,0.17226890756302521,0.48677248677248675,0.064646464646464646,0.485,1,0,0,0,0.16666666666666666
capture_2020_04_17_11_55_27_129,0.082294264339152115,0.533678756476684,0.17226890756302521,0.48677248677248675,0.064646464646464646,0.485,1,0,0,0,0.16666666666666666
capture_2020_04_17_11_55_27_130,0.21695760598503741,0.533678756476684,0.21428571428571427,0.53968253968253965,0.17777777777777779,0.485,0,0,0,0,0.16666666666666666
capture_2020_04_17_11_55_27_131,0.2793017456359102,0.533678756476684,0.30042016806722688,0.53968253968253965,0.32525252525252524,0.465,0,0,0,0,0.16666666666666666
capture_2020_04_17_11_55_27_132,0.35910224438902744,0.48186528497409326,0.45588235294117646,0.53968253968253965,0.509090909090909,0.465,0,0,0,0,0.35185185185185186
capture_2020_04_17_11_55_27_133,0.46384039900249374,0.48186528497409326,0.59873949579831931,0.53968253968253965,0.61010101010101014,0.485,0,1,0,0,0.35185185185185186
capture_2020_04_17_11_55_27_134,0.53366583541147128,0.48186528497409326,0.69537815126050417,0.51322751322751325,0.68080808080808086,0.485,0,1,0,0,0.35185185185185186
capture_2020_04_17_11_55_27_135,0.62094763092269323,0.48186528497409326,0.78781512605042014,0.51322751322751325,0.72727272727272729,0.475,0,1,0,0,0.35185185185185186
capture_2020_04_17_11_55_27_136,0.62094763092269323,0.48186528497409326,0.84663865546218486,0.51322751322751325,0.76363636363636367,0.475,0,1,0,0,0.35185185185185186
capture_2020_04_17_11_55_27_137,0.66583541147132175,0.48186528497409326,0.86974789915966388,0.51322751322751325,0.78989898989898988,0.475,0,1,0,0,0.35185185185185186
capture_2020_04_17_11_55_27_138,0.69825436408977559,0.48186528497409326,0.89495798319327735,0.51322751322751325,0.806060606060606,0.475,0,1,0,0,0.35185185185185186
capture_2020_04_17_11_55_27_139,0.69825436408977559,0.48186528497409326,0.89495798319327735,0.51322751322751325,0.806060606060606,0.475,0,1,0,0,0.35185185185185186
capture_2020_04_17_11_55_27_140,0.69825436408977559,0.48186528497409326,0.89495798319327735,0.51322751322751325,0.806060606060606,0.475,0,1,0,0,0.35185185185185186
capture_2020_04_17_11_55_27_141,0.69825436408977559,0.48186528497409326,0.89495798319327735,0.51322751322751325,0.806060606060606,0.475,0,1,0,0,0.35185185185185186
capture_2020_04_17_11_55_27_142,0.69825436408977559,0.48186528497409326,0.89495798319327735,0.51322751322751325,0.806060606060606,0.475,0,1,0,0,0.35185185185185186
capture_2020_04_17_11_55_27_143,0.69825436408977559,0.48186528497409326,0.89495798319327735,0.51322751322751325,0.806060606060606,0.475,0,1,0,0,0.35185185185185186
capture_2020_04_17_11_55_27_144,0.69825436408977559,0.48186528497409326,0.89495798319327735,0.51322751322751325,0.806060606060606,0.475,0,1,0,0,0.35185185185185186
capture_2020_04_17_11_55_27_145,0.61346633416458851,0.46113989637305697,0.78781512605042014,0.49735449735449733,0.7656565656565657,0.555,0,0,0,0,0.35185185185185186
capture_2020_04_17_11_55_27_146,0.571072319201995,0.42487046632124353,0.69747899159663862,0.51851851851851849,0.694949494949495,0.555,0,0,0,0,0.35185185185185186
capture_2020_04_17_11_55_27_147,0.543640897755611,0.52331606217616577,0.60504201680672265,0.51851851851851849,0.64444444444444449,0.51,0,0,0,0,0.25925925925925924
capture_2020_04_17_11_55_27_148,0.49625935162094764,0.56476683937823835,0.56092436974789917,0.50793650793650791,0.591919191919192,0.51,0,0,0,0,0.31481481481481483
